"mois_no","groupe_no","prov_no","no","ca","code_prov","provenance","code_dep","departement","code_groupe","groupe","code_sgroupe","sous_groupe","mois","mois_numero","annee"
14,85,8,20342,4281.7002,7,"Studio Photo",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Février",2,2004
14,18,5,4190,3425.80005,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Février",2,2004
14,82,9,19646,8387.40039,8,"Boutique",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Février",2,2004
14,28,1,6494,2841.19995,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Février",2,2004
14,41,8,9782,8446.59961,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Février",2,2004
14,58,7,13838,5901.2998,6,"Studio Radio TV",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.5,"Chainettes et colliers","Février",2,2004
14,56,6,13334,9065.7998,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,20,3,4622,5778.6001,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Février",2,2004
14,107,8,25622,2276.19995,7,"Studio Photo",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Février",2,2004
14,22,10,5270,2212.80005,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Février",2,2004
14,12,5,2750,369.5,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.2,"Couvert","Février",2,2004
14,98,7,23438,5033,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26.8,"Divers","Février",2,2004
14,87,2,20678,121.800003,1,"Zürich",7,"Montres",24,"Montres",24.8,"Divers + réparartions montres + fournitures","Février",2,2004
14,44,9,10526,768.400024,8,"Boutique",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Février",2,2004
14,37,4,8726,3174.3999,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Février",2,2004
14,75,1,17774,4416.8999,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Février",2,2004
14,86,9,20606,7567.6001,8,"Boutique",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Février",2,2004
14,2,9,446,4254.8999,8,"Boutique",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Février",2,2004
14,117,10,28070,8388.5,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Février",2,2004
14,22,3,5102,7500.1001,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.2,"Machine de bureau","Février",2,2004
14,92,6,21974,5917.7998,5,"Revetement de sol professionnel",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Février",2,2004
14,46,1,10814,4016.8999,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.9,"Travaux photo","Février",2,2004
14,68,3,16142,1010.09998,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Février",2,2004
14,70,9,16766,7545.7998,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,76,5,18110,7488,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Février",2,2004
14,56,10,13430,3081.30005,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,45,7,10718,1906.19995,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Février",2,2004
14,24,8,5702,7346.7002,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Février",2,2004
14,104,10,24950,3571.6001,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Février",2,2004
14,112,4,26726,9953.90039,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.3,"Autres meubles de cuisines","Février",2,2004
14,79,4,18806,7435.1001,3,"Expo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Février",2,2004
14,101,6,24134,8334.2998,5,"Revetement de sol professionnel",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Février",2,2004
14,109,4,26006,5286.7002,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Février",2,2004
14,52,9,12446,3406.30005,8,"Boutique",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Février",2,2004
14,21,8,4982,6440.6001,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Février",2,2004
14,67,8,16022,490.700012,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Février",2,2004
14,88,9,21086,7420.2002,8,"Boutique",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Février",2,2004
14,13,3,2942,2186,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Février",2,2004
14,73,10,17510,1569.5,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Février",2,2004
14,106,8,25382,4536.7998,7,"Studio Photo",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Février",2,2004
14,36,8,8582,5025.5,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,89,9,21326,1181.69995,8,"Boutique",8,"Lingerie",25,"Draps & lits",25,"Draps","Février",2,2004
14,77,1,18254,3172,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Février",2,2004
14,102,10,24470,4416.6001,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Février",2,2004
14,13,8,3062,7433.1001,7,"Studio Photo",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Février",2,2004
14,11,7,2558,2664.30005,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Février",2,2004
14,19,9,4526,7111.6001,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Février",2,2004
14,36,3,8462,9657.90039,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,59,7,14078,2026.59998,6,"Studio Radio TV",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Février",2,2004
14,61,3,14462,4907.7002,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Février",2,2004
14,55,6,13094,232.600006,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Février",2,2004
14,41,7,9758,9830.5,6,"Studio Radio TV",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Février",2,2004
14,42,10,10070,4487.3999,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Février",2,2004
14,30,2,6998,716,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Février",2,2004
14,16,2,3638,5747.6001,1,"Zürich",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Février",2,2004
14,100,9,23966,8022.5,8,"Boutique",9,"Meubles",28,"Meubles intérieurs",28,"Meubles rembourrés fauteuilles","Février",2,2004
14,96,7,22958,2513.19995,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Février",2,2004
14,55,8,13142,758.799988,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Février",2,2004
14,68,9,16286,7080.5,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Février",2,2004
14,36,4,8486,181,3,"Expo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,2,10,470,2955.80005,9,"Vente aux employés",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Février",2,2004
14,3,1,494,2946.6001,0,"Par correspondance",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Février",2,2004
14,1,3,62,4127.7002,2,"Magasin",0,"Ménage",10,"Nettoyage",10,"Machines de cuisine","Février",2,2004
14,109,8,26102,7788.6001,7,"Studio Photo",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Février",2,2004
14,49,3,11582,1654.09998,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Février",2,2004
14,25,8,5942,5900.3999,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Février",2,2004
14,102,5,24350,6245.3999,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Février",2,2004
14,72,9,17246,8082,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.5,"Telecomunications","Février",2,2004
14,11,10,2630,7598.7998,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.1,"Vaisselle et verrerie","Février",2,2004
14,95,6,22694,2755.3999,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Février",2,2004
14,115,5,27470,4701,4,"Commandes téléphoniques",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Février",2,2004
14,9,6,2054,6850.2002,5,"Revetement de sol professionnel",0,"Ménage",10,"Nettoyage",10.9,"Divers","Février",2,2004
14,23,9,5486,5190.7998,8,"Boutique",0,"Ménage",12,"Outillage & jouets",12.3,"Articles pour enfants","Février",2,2004
14,53,3,12542,4955.3999,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Février",2,2004
14,114,4,27206,5582.2002,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Février",2,2004
14,77,7,18398,3707.69995,6,"Studio Radio TV",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Février",2,2004
14,85,3,20222,1561.59998,2,"Magasin",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Février",2,2004
14,61,6,14534,1250.90002,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Février",2,2004
14,91,8,21782,2913.6001,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.2,"Fourres","Février",2,2004
14,106,1,25214,2375.1001,0,"Par correspondance",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Février",2,2004
14,17,5,3950,8100,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Février",2,2004
14,63,7,15038,5064.2998,6,"Studio Radio TV",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Février",2,2004
14,114,2,27158,5490,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Février",2,2004
14,109,9,26126,1064.90002,8,"Boutique",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Février",2,2004
14,56,2,13238,6937.3999,1,"Zürich",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.2,"Boucles d'oreilles","Février",2,2004
14,114,1,27134,5804,0,"Par correspondance",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Février",2,2004
14,83,6,19814,3118.69995,5,"Revetement de sol professionnel",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Février",2,2004
14,111,3,26462,7306.2002,2,"Magasin",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Février",2,2004
14,116,1,27614,6994.3999,0,"Par correspondance",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Février",2,2004
14,45,1,10574,7835.3999,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.8,"Vidéo","Février",2,2004
14,111,9,26606,3958.19995,8,"Boutique",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Février",2,2004
14,32,10,7670,1254.19995,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Février",2,2004
14,68,6,16214,9530.09961,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Février",2,2004
14,27,4,6326,776.099976,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Février",2,2004
14,38,9,9086,1095.90002,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Février",2,2004
14,69,1,16334,1388.59998,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Février",2,2004
14,19,3,4382,5139.7998,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Février",2,2004
14,65,5,15470,9952.59961,4,"Commandes téléphoniques",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Février",2,2004
14,50,1,11774,91.6999969,0,"Par correspondance",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Février",2,2004
14,19,6,4454,2269.69995,5,"Revetement de sol professionnel",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Février",2,2004
14,2,5,350,25.1000004,4,"Commandes téléphoniques",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Février",2,2004
14,28,4,6566,5543.7002,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Février",2,2004
14,117,4,27926,3268.80005,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Février",2,2004
14,37,8,8822,4104,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Février",2,2004
14,61,8,14582,9720.2002,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Février",2,2004
14,15,2,3398,8863.90039,1,"Zürich",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Février",2,2004
14,70,10,16790,6941.3999,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,37,6,8774,9594.7002,5,"Revetement de sol professionnel",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.4,"Travail et montage","Février",2,2004
14,39,10,9350,9845.2998,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Février",2,2004
14,12,9,2846,1545.09998,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.2,"Couvert","Février",2,2004
14,115,7,27518,7825.7002,6,"Studio Radio TV",9,"Meubles",29,"Meubles exterieurs",29.6,"Petites armoires","Février",2,2004
14,101,7,24158,6953.2998,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Février",2,2004
14,41,6,9734,3798.1001,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Février",2,2004
14,83,5,19790,5614.2998,4,"Commandes téléphoniques",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Février",2,2004
14,70,7,16718,3854.69995,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,60,8,14342,1466.90002,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Février",2,2004
14,100,10,23990,1191.90002,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28,"Meubles rembourrés fauteuilles","Février",2,2004
14,49,1,11534,2823.80005,0,"Par correspondance",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Février",2,2004
14,24,4,5606,993.5,3,"Expo",0,"Ménage",12,"Outillage & jouets",12.4,"Jouets techniques","Février",2,2004
14,8,3,1742,6155.2998,2,"Magasin",0,"Ménage",10,"Nettoyage",10.7,"Soins corporels","Février",2,2004
14,53,8,12662,1298.59998,7,"Studio Photo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Février",2,2004
14,78,2,18518,6811.7998,1,"Zürich",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.2,"Articles camping textil","Février",2,2004
14,117,5,27950,7667.5,4,"Commandes téléphoniques",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Février",2,2004
14,95,3,22622,5624.2998,2,"Magasin",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Février",2,2004
14,103,2,24518,1056.69995,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.3,"Salle a manger","Février",2,2004
14,39,6,9254,4903.2002,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Février",2,2004
14,50,10,11990,9442.2002,9,"Vente aux employés",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Février",2,2004
14,8,2,1718,5158.1001,1,"Zürich",0,"Ménage",10,"Nettoyage",10.7,"Soins corporels","Février",2,2004
14,70,5,16670,6397.1001,4,"Commandes téléphoniques",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Février",2,2004
14,31,10,7430,5510.6001,9,"Vente aux employés",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,50,3,11822,2941.1001,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.4,"Pendentifs et médaillons","Février",2,2004
14,10,10,2390,3496.5,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Février",2,2004
14,66,9,15806,4498.3999,8,"Boutique",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Février",2,2004
14,67,2,15878,3606.5,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Février",2,2004
14,113,2,26918,9137.2998,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.4,"Salles de bains","Février",2,2004
14,77,5,18350,6475.2998,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.1,"Meubles de camping","Février",2,2004
14,75,2,17798,4425.5,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Février",2,2004
14,32,7,7598,1761.90002,6,"Studio Radio TV",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Février",2,2004
14,92,2,21878,4253.3999,1,"Zürich",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Février",2,2004
14,92,8,22022,3414.80005,7,"Studio Photo",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Février",2,2004
14,12,7,2798,4207.7002,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.2,"Couvert","Février",2,2004
14,52,6,12374,3019.1001,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Février",2,2004
14,3,10,710,4104,9,"Vente aux employés",0,"Ménage",10,"Nettoyage",10.2,"Soins corporels","Février",2,2004
14,49,6,11654,8992.09961,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Février",2,2004
14,31,4,7286,694.900024,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Février",2,2004
14,9,3,1982,9216.7002,2,"Magasin",0,"Ménage",10,"Nettoyage",10.9,"Divers","Février",2,2004
14,74,6,17654,9350.90039,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Février",2,2004
14,99,2,23558,1179.40002,1,"Zürich",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Février",2,2004
14,36,10,8630,9131.90039,9,"Vente aux employés",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Février",2,2004
14,15,4,3446,843.900024,3,"Expo",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Février",2,2004
14,35,10,8390,2380.1001,9,"Vente aux employés",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Février",2,2004
14,46,6,10934,4519.1001,5,"Revetement de sol professionnel",2,"Optique - Photos",15,"Optique - Photos",15.9,"Travaux photo","Février",2,2004
14,64,3,15182,7662.3999,2,"Magasin",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.4,"Sac de voyage sport plage commission","Février",2,2004
14,110,3,26222,9275.40039,2,"Magasin",9,"Meubles",29,"Meubles exterieurs",29.1,"Bureaux","Février",2,2004
14,8,9,1886,6041.6001,8,"Boutique",0,"Ménage",10,"Nettoyage",10.7,"Soins corporels","Février",2,2004
14,81,10,19430,7788.8999,9,"Vente aux employés",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Février",2,2004
